emoji,description,group,points,primary
👩🏼‍🎓,"woman student: medium-light skin tone",People & Body,1F469 1F3FC 200D 1F393,false
👩🏽‍🎓,"woman student: medium skin tone",People & Body,1F469 1F3FD 200D 1F393,false
👩🏾‍🎓,"woman student: medium-dark skin tone",People & Body,1F469 1F3FE 200D 1F393,false
👩🏿‍🎓,"woman student: dark skin tone",People & Body,1F469 1F3FF 200D 1F393,false
🧑‍🏫,"teacher",People & Body,1F9D1 200D 1F3EB,false
🧑🏻‍🏫,"teacher: light skin tone",People & Body,1F9D1 1F3FB 200D 1F3EB,false
🧑🏼‍🏫,"teacher: medium-light skin tone",People & Body,1F9D1 1F3FC 200D 1F3EB,false
🧑🏽‍🏫,"teacher: medium skin tone",People & Body,1F9D1 1F3FD 200D 1F3EB,false
🧑🏾‍🏫,"teacher: medium-dark skin tone",People & Body,1F9D1 1F3FE 200D 1F3EB,false
🧑🏿‍🏫,"teacher: dark skin tone",People & Body,1F9D1 1F3FF 200D 1F3EB,false
👨‍🏫,"man teacher",People & Body,1F468 200D 1F3EB,false
👨🏻‍🏫,"man teacher: light skin tone",People & Body,1F468 1F3FB 200D 1F3EB,false
👨🏼‍🏫,"man teacher: medium-light skin tone",People & Body,1F468 1F3FC 200D 1F3EB,false
👨🏽‍🏫,"man teacher: medium skin tone",People & Body,1F468 1F3FD 200D 1F3EB,false
👨🏾‍🏫,"man teacher: medium-dark skin tone",People & Body,1F468 1F3FE 200D 1F3EB,false
👨🏿‍🏫,"man teacher: dark skin tone",People & Body,1F468 1F3FF 200D 1F3EB,false
👩‍🏫,"woman teacher",People & Body,1F469 200D 1F3EB,false
👩🏻‍🏫,"woman teacher: light skin tone",People & Body,1F469 1F3FB 200D 1F3EB,false
👩🏼‍🏫,"woman teacher: medium-light skin tone",People & Body,1F469 1F3FC 200D 1F3EB,false
👩🏽‍🏫,"woman teacher: medium skin tone",People & Body,1F469 1F3FD 200D 1F3EB,false
👩🏾‍🏫,"woman teacher: medium-dark skin tone",People & Body,1F469 1F3FE 200D 1F3EB,false
👩🏿‍🏫,"woman teacher: dark skin tone",People & Body,1F469 1F3FF 200D 1F3EB,false
🧑‍⚖️,"judge",People & Body,1F9D1 200D 2696 FE0F,false
🧑🏻‍⚖️,"judge: light skin tone",People & Body,1F9D1 1F3FB 200D 2696 FE0F,false
🧑🏼‍⚖️,"judge: medium-light skin tone",People & Body,1F9D1 1F3FC 200D 2696 FE0F,false
🧑🏽‍⚖️,"judge: medium skin tone",People & Body,1F9D1 1F3FD 200D 2696 FE0F,false
🧑🏾‍⚖️,"judge: medium-dark skin tone",People & Body,1F9D1 1F3FE 200D 2696 FE0F,false
🧑🏿‍⚖️,"judge: dark skin tone",People & Body,1F9D1 1F3FF 200D 2696 FE0F,false
👨‍⚖️,"man judge",People & Body,1F468 200D 2696 FE0F,false
👨🏻‍⚖️,"man judge: light skin tone",People & Body,1F468 1F3FB 200D 2696 FE0F,false
👨🏼‍⚖️,"man judge: medium-light skin tone",People & Body,1F468 1F3FC 200D 2696 FE0F,false
👨🏽‍⚖️,"man judge: medium skin tone",People & Body,1F468 1F3FD 200D 2696 FE0F,false
👨🏾‍⚖️,"man judge: medium-dark skin tone",People & Body,1F468 1F3FE 200D 2696 FE0F,false
👨🏿‍⚖️,"man judge: dark skin tone",People & Body,1F468 1F3FF 200D 2696 FE0F,false
👩‍⚖️,"woman judge",People & Body,1F469 200D 2696 FE0F,false
👩🏻‍⚖️,"woman judge: light skin tone",People & Body,1F469 1F3FB 200D 2696 FE0F,false
👩🏼‍⚖️,"woman judge: medium-light skin tone",People & Body,1F469 1F3FC 200D 2696 FE0F,false
👩🏽‍⚖️,"woman judge: medium skin tone",People & Body,1F469 1F3FD 200D 2696 FE0F,false
👩🏾‍⚖️,"woman judge: medium-dark skin tone",People & Body,1F469 1F3FE 200D 2696 FE0F,false
👩🏿‍⚖️,"woman judge: dark skin tone",People & Body,1F469 1F3FF 200D 2696 FE0F,false
🧑‍🌾,"farmer",People & Body,1F9D1 200D 1F33E,false
🧑🏻‍🌾,"farmer: light skin tone",People & Body,1F9D1 1F3FB 200D 1F33E,false
🧑🏼‍🌾,"farmer: medium-light skin tone",People & Body,1F9D1 1F3FC 200D 1F33E,false
🧑🏽‍🌾,"farmer: medium skin tone",People & Body,1F9D1 1F3FD 200D 1F33E,false
🧑🏾‍🌾,"farmer: medium-dark skin tone",People & Body,1F9D1 1F3FE 200D 1F33E,false
🧑🏿‍🌾,"farmer: dark skin tone",People & Body,1F9D1 1F3FF 200D 1F33E,false
👨‍🌾,"man farmer",People & Body,1F468 200D 1F33E,false
👨🏻‍🌾,"man farmer: light skin tone",People & Body,1F468 1F3FB 200D 1F33E,false
👨🏼‍🌾,"man farmer: medium-light skin tone",People & Body,1F468 1F3FC 200D 1F33E,false
👨🏽‍🌾,"man farmer: medium skin tone",People & Body,1F468 1F3FD 200D 1F33E,false
👨🏾‍🌾,"man farmer: medium-dark skin tone",People & Body,1F468 1F3FE 200D 1F33E,false
👨🏿‍🌾,"man farmer: dark skin tone",People & Body,1F468 1F3FF 200D 1F33E,false
👩‍🌾,"woman farmer",People & Body,1F469 200D 1F33E,false
👩🏻‍🌾,"woman farmer: light skin tone",People & Body,1F469 1F3FB 200D 1F33E,false
👩🏼‍🌾,"woman farmer: medium-light skin tone",People & Body,1F469 1F3FC 200D 1F33E,false
👩🏽‍🌾,"woman farmer: medium skin tone",People & Body,1F469 1F3FD 200D 1F33E,false
👩🏾‍🌾,"woman farmer: medium-dark skin tone",People & Body,1F469 1F3FE 200D 1F33E,false
👩🏿‍🌾,"woman farmer: dark skin tone",People & Body,1F469 1F3FF 200D 1F33E,false
🧑‍🍳,"cook",People & Body,1F9D1 200D 1F373,false
🧑🏻‍🍳,"cook: light skin tone",People & Body,1F9D1 1F3FB 200D 1F373,false
🧑🏼‍🍳,"cook: medium-light skin tone",People & Body,1F9D1 1F3FC 200D 1F373,false
🧑🏽‍🍳,"cook: medium skin tone",People & Body,1F9D1 1F3FD 200D 1F373,false
🧑🏾‍🍳,"cook: medium-dark skin tone",People & Body,1F9D1 1F3FE 200D 1F373,false
🧑🏿‍🍳,"cook: dark skin tone",People & Body,1F9D1 1F3FF 200D 1F373,false
👨‍🍳,"man cook",People & Body,1F468 200D 1F373,false
👨🏻‍🍳,"man cook: light skin tone",People & Body,1F468 1F3FB 200D 1F373,false
👨🏼‍🍳,"man cook: medium-light skin tone",People & Body,1F468 1F3FC 200D 1F373,false
👨🏽‍🍳,"man cook: medium skin tone",People & Body,1F468 1F3FD 200D 1F373,false
👨🏾‍🍳,"man cook: medium-dark skin tone",People & Body,1F468 1F3FE 200D 1F373,false
👨🏿‍🍳,"man cook: dark skin tone",People & Body,1F468 1F3FF 200D 1F373,false
👩‍🍳,"woman cook",People & Body,1F469 200D 1F373,false
👩🏻‍🍳,"woman cook: light skin tone",People & Body,1F469 1F3FB 200D 1F373,false
👩🏼‍🍳,"woman cook: medium-light skin tone",People & Body,1F469 1F3FC 200D 1F373,false
👩🏽‍🍳,"woman cook: medium skin tone",People & Body,1F469 1F3FD 200D 1F373,false
👩🏾‍🍳,"woman cook: medium-dark skin tone",People & Body,1F469 1F3FE 200D 1F373,false
👩🏿‍🍳,"woman cook: dark skin tone",People & Body,1F469 1F3FF 200D 1F373,false
🧑‍🔧,"mechanic",People & Body,1F9D1 200D 1F527,false
🧑🏻‍🔧,"mechanic: light skin tone",People & Body,1F9D1 1F3FB 200D 1F527,false
🧑🏼‍🔧,"mechanic: medium-light skin tone",People & Body,1F9D1 1F3FC 200D 1F527,false
🧑🏽‍🔧,"mechanic: medium skin tone",People & Body,1F9D1 1F3FD 200D 1F527,false
🧑🏾‍🔧,"mechanic: medium-dark skin tone",People & Body,1F9D1 1F3FE 200D 1F527,false
🧑🏿‍🔧,"mechanic: dark skin tone",People & Body,1F9D1 1F3FF 200D 1F527,false
👨‍🔧,"man mechanic",People & Body,1F468 200D 1F527,false
👨🏻‍🔧,"man mechanic: light skin tone",People & Body,1F468 1F3FB 200D 1F527,false
👨🏼‍🔧,"man mechanic: medium-light skin tone",People & Body,1F468 1F3FC 200D 1F527,false
👨🏽‍🔧,"man mechanic: medium skin tone",People & Body,1F468 1F3FD 200D 1F527,false
👨🏾‍🔧,"man mechanic: medium-dark skin tone",People & Body,1F468 1F3FE 200D 1F527,false
👨🏿‍🔧,"man mechanic: dark skin tone",People & Body,1F468 1F3FF 200D 1F527,false
👩‍🔧,"woman mechanic",People & Body,1F469 200D 1F527,false
👩🏻‍🔧,"woman mechanic: light skin tone",People & Body,1F469 1F3FB 200D 1F527,false
👩🏼‍🔧,"woman mechanic: medium-light skin tone",People & Body,1F469 1F3FC 200D 1F527,false
👩🏽‍🔧,"woman mechanic: medium skin tone",People & Body,1F469 1F3FD 200D 1F527,false
👩🏾‍🔧,"woman mechanic: medium-dark skin tone",People & Body,1F469 1F3FE 200D 1F527,false
👩🏿‍🔧,"woman mechanic: dark skin tone",People & Body,1F469 1F3FF 200D 1F527,false
🧑‍🏭,"factory worker",People & Body,1F9D1 200D 1F3ED,false
🧑🏻‍🏭,"factory worker: light skin tone",People & Body,1F9D1 1F3FB 200D 1F3ED,false
🧑🏼‍🏭,"factory worker: medium-light skin tone",People & Body,1F9D1 1F3FC 200D 1F3ED,false
🧑🏽‍🏭,"factory worker: medium skin tone",People & Body,1F9D1 1F3FD 200D 1F3ED,false
🧑🏾‍🏭,"factory worker: medium-dark skin tone",People & Body,1F9D1 1F3FE 200D 1F3ED,false
🧑🏿‍🏭,"factory worker: dark skin tone",People & Body,1F9D1 1F3FF 200D 1F3ED,false
👨‍🏭,"man factory worker",People & Body,1F468 200D 1F3ED,false
👨🏻‍🏭,"man factory worker: light skin tone",People & Body,1F468 1F3FB 200D 1F3ED,false
👨🏼‍🏭,"man factory worker: medium-light skin tone",People & Body,1F468 1F3FC 200D 1F3ED,false
👨🏽‍🏭,"man factory worker: medium skin tone",People & Body,1F468 1F3FD 200D 1F3ED,false
👨🏾‍🏭,"man factory worker: medium-dark skin tone",People & Body,1F468 1F3FE 200D 1F3ED,false
👨🏿‍🏭,"man factory worker: dark skin tone",People & Body,1F468 1F3FF 200D 1F3ED,false
👩‍🏭,"woman factory worker",People & Body,1F469 200D 1F3ED,false
👩🏻‍🏭,"woman factory worker: light skin tone",People & Body,1F469 1F3FB 200D 1F3ED,false
👩🏼‍🏭,"woman factory worker: medium-light skin tone",People & Body,1F469 1F3FC 200D 1F3ED,false
👩🏽‍🏭,"woman factory worker: medium skin tone",People & Body,1F469 1F3FD 200D 1F3ED,false
👩🏾‍🏭,"woman factory worker: medium-dark skin tone",People & Body,1F469 1F3FE 200D 1F3ED,false
👩🏿‍🏭,"woman factory worker: dark skin tone",People & Body,1F469 1F3FF 200D 1F3ED,false
🧑‍💼,"office worker",People & Body,1F9D1 200D 1F4BC,false
🧑🏻‍💼,"office worker: light skin tone",People & Body,1F9D1 1F3FB 200D 1F4BC,false
🧑🏼‍💼,"office worker: medium-light skin tone",People & Body,1F9D1 1F3FC 200D 1F4BC,false
🧑🏽‍💼,"office worker: medium skin tone",People & Body,1F9D1 1F3FD 200D 1F4BC,false
🧑🏾‍💼,"office worker: medium-dark skin tone",People & Body,1F9D1 1F3FE 200D 1F4BC,false
🧑🏿‍💼,"office worker: dark skin tone",People & Body,1F9D1 1F3FF 200D 1F4BC,false
👨‍💼,"man office worker",People & Body,1F468 200D 1F4BC,false
👨🏻‍💼,"man office worker: light skin tone",People & Body,1F468 1F3FB 200D 1F4BC,false
👨🏼‍💼,"man office worker: medium-light skin tone",People & Body,1F468 1F3FC 200D 1F4BC,false
👨🏽‍💼,"man office worker: medium skin tone",People & Body,1F468 1F3FD 200D 1F4BC,false
👨🏾‍💼,"man office worker: medium-dark skin tone",People & Body,1F468 1F3FE 200D 1F4BC,false
👨🏿‍💼,"man office worker: dark skin tone",People & Body,1F468 1F3FF 200D 1F4BC,false
👩‍💼,"woman office worker",People & Body,1F469 200D 1F4BC,false
👩🏻‍💼,"woman office worker: light skin tone",People & Body,1F469 1F3FB 200D 1F4BC,false
👩🏼‍💼,"woman office worker: medium-light skin tone",People & Body,1F469 1F3FC 200D 1F4BC,false
👩🏽‍💼,"woman office worker: medium skin tone",People & Body,1F469 1F3FD 200D 1F4BC,false
👩🏾‍💼,"woman office worker: medium-dark skin tone",People & Body,1F469 1F3FE 200D 1F4BC,false
👩🏿‍💼,"woman office worker: dark skin tone",People & Body,1F469 1F3FF 200D 1F4BC,false
🧑‍🔬,"scientist",People & Body,1F9D1 200D 1F52C,false
🧑🏻‍🔬,"scientist: light skin tone",People & Body,1F9D1 1F3FB 200D 1F52C,false
🧑🏼‍🔬,"scientist: medium-light skin tone",People & Body,1F9D1 1F3FC 200D 1F52C,false
🧑🏽‍🔬,"scientist: medium skin tone",People & Body,1F9D1 1F3FD 200D 1F52C,false
🧑🏾‍🔬,"scientist: medium-dark skin tone",People & Body,1F9D1 1F3FE 200D 1F52C,false
🧑🏿‍🔬,"scientist: dark skin tone",People & Body,1F9D1 1F3FF 200D 1F52C,false
👨‍🔬,"man scientist",People & Body,1F468 200D 1F52C,false
👨🏻‍🔬,"man scientist: light skin tone",People & Body,1F468 1F3FB 200D 1F52C,false
👨🏼‍🔬,"man scientist: medium-light skin tone",People & Body,1F468 1F3FC 200D 1F52C,false
👨🏽‍🔬,"man scientist: medium skin tone",People & Body,1F468 1F3FD 200D 1F52C,false
👨🏾‍🔬,"man scientist: medium-dark skin tone",People & Body,1F468 1F3FE 200D 1F52C,false
👨🏿‍🔬,"man scientist: dark skin tone",People & Body,1F468 1F3FF 200D 1F52C,false
👩‍🔬,"woman scientist",People & Body,1F469 200D 1F52C,false
👩🏻‍🔬,"woman scientist: light skin tone",People & Body,1F469 1F3FB 200D 1F52C,false
👩🏼‍🔬,"woman scientist: medium-light skin tone",People & Body,1F469 1F3FC 200D 1F52C,false
👩🏽‍🔬,"woman scientist: medium skin tone",People & Body,1F469 1F3FD 200D 1F52C,false
👩🏾‍🔬,"woman scientist: medium-dark skin tone",People & Body,1F469 1F3FE 200D 1F52C,false
👩🏿‍🔬,"woman scientist: dark skin tone",People & Body,1F469 1F3FF 200D 1F52C,false
🧑‍💻,"technologist",People & Body,1F9D1 200D 1F4BB,false
🧑🏻‍💻,"technologist: light skin tone",People & Body,1F9D1 1F3FB 200D 1F4BB,false
🧑🏼‍💻,"technologist: medium-light skin tone",People & Body,1F9D1 1F3FC 200D 1F4BB,false
🧑🏽‍💻,"technologist: medium skin tone",People & Body,1F9D1 1F3FD 200D 1F4BB,false
🧑🏾‍💻,"technologist: medium-dark skin tone",People & Body,1F9D1 1F3FE 200D 1F4BB,false
🧑🏿‍💻,"technologist: dark skin tone",People & Body,1F9D1 1F3FF 200D 1F4BB,false
👨‍💻,"man technologist",People & Body,1F468 200D 1F4BB,false
👨🏻‍💻,"man technologist: light skin tone",People & Body,1F468 1F3FB 200D 1F4BB,false
👨🏼‍💻,"man technologist: medium-light skin tone",People & Body,1F468 1F3FC 200D 1F4BB,false
👨🏽‍💻,"man technologist: medium skin tone",People & Body,1F468 1F3FD 200D 1F4BB,false
👨🏾‍💻,"man technologist: medium-dark skin tone",People & Body,1F468 1F3FE 200D 1F4BB,false
👨🏿‍💻,"man technologist: dark skin tone",People & Body,1F468 1F3FF 200D 1F4BB,false
👩‍💻,"woman technologist",People & Body,1F469 200D 1F4BB,false
👩🏻‍💻,"woman technologist: light skin tone",People & Body,1F469 1F3FB 200D 1F4BB,false
👩🏼‍💻,"woman technologist: medium-light skin tone",People & Body,1F469 1F3FC 200D 1F4BB,false
👩🏽‍💻,"woman technologist: medium skin tone",People & Body,1F469 1F3FD 200D 1F4BB,false
👩🏾‍💻,"woman technologist: medium-dark skin tone",People & Body,1F469 1F3FE 200D 1F4BB,false
👩🏿‍💻,"woman technologist: dark skin tone",People & Body,1F469 1F3FF 200D 1F4BB,false
🧑‍🎤,"singer",People & Body,1F9D1 200D 1F3A4,false
🧑🏻‍🎤,"singer: light skin tone",People & Body,1F9D1 1F3FB 200D 1F3A4,false
🧑🏼‍🎤,"singer: medium-light skin tone",People & Body,1F9D1 1F3FC 200D 1F3A4,false
🧑🏽‍🎤,"singer: medium skin tone",People & Body,1F9D1 1F3FD 200D 1F3A4,false
🧑🏾‍🎤,"singer: medium-dark skin tone",People & Body,1F9D1 1F3FE 200D 1F3A4,false
🧑🏿‍🎤,"singer: dark skin tone",People & Body,1F9D1 1F3FF 200D 1F3A4,false
👨‍🎤,"man singer",People & Body,1F468 200D 1F3A4,false
👨🏻‍🎤,"man singer: light skin tone",People & Body,1F468 1F3FB 200D 1F3A4,false
👨🏼‍🎤,"man singer: medium-light skin tone",People & Body,1F468 1F3FC 200D 1F3A4,false
👨🏽‍🎤,"man singer: medium skin tone",People & Body,1F468 1F3FD 200D 1F3A4,false
👨🏾‍🎤,"man singer: medium-dark skin tone",People & Body,1F468 1F3FE 200D 1F3A4,false
👨🏿‍🎤,"man singer: dark skin tone",People & Body,1F468 1F3FF 200D 1F3A4,false
👩‍🎤,"woman singer",People & Body,1F469 200D 1F3A4,false
👩🏻‍🎤,"woman singer: light skin tone",People & Body,1F469 1F3FB 200D 1F3A4,false
👩🏼‍🎤,"woman singer: medium-light skin tone",People & Body,1F469 1F3FC 200D 1F3A4,false
👩🏽‍🎤,"woman singer: medium skin tone",People & Body,1F469 1F3FD 200D 1F3A4,false
👩🏾‍🎤,"woman singer: medium-dark skin tone",People & Body,1F469 1F3FE 200D 1F3A4,false
👩🏿‍🎤,"woman singer: dark skin tone",People & Body,1F469 1F3FF 200D 1F3A4,false
🧑‍🎨,"artist",People & Body,1F9D1 200D 1F3A8,false
🧑🏻‍🎨,"artist: light skin tone",People & Body,1F9D1 1F3FB 200D 1F3A8,false
🧑🏼‍🎨,"artist: medium-light skin tone",People & Body,1F9D1 1F3FC 200D 1F3A8,false
🧑🏽‍🎨,"artist: medium skin tone",People & Body,1F9D1 1F3FD 200D 1F3A8,false
🧑🏾‍🎨,"artist: medium-dark skin tone",People & Body,1F9D1 1F3FE 200D 1F3A8,false
🧑🏿‍🎨,"artist: dark skin tone",People & Body,1F9D1 1F3FF 200D 1F3A8,false
👨‍🎨,"man artist",People & Body,1F468 200D 1F3A8,false
👨🏻‍🎨,"man artist: light skin tone",People & Body,1F468 1F3FB 200D 1F3A8,false
👨🏼‍🎨,"man artist: medium-light skin tone",People & Body,1F468 1F3FC 200D 1F3A8,false
👨🏽‍🎨,"man artist: medium skin tone",People & Body,1F468 1F3FD 200D 1F3A8,false
👨🏾‍🎨,"man artist: medium-dark skin tone",People & Body,1F468 1F3FE 200D 1F3A8,false
👨🏿‍🎨,"man artist: dark skin tone",People & Body,1F468 1F3FF 200D 1F3A8,false
👩‍🎨,"woman artist",People & Body,1F469 200D 1F3A8,false
👩🏻‍🎨,"woman artist: light skin tone",People & Body,1F469 1F3FB 200D 1F3A8,false
👩🏼‍🎨,"woman artist: medium-light skin tone",People & Body,1F469 1F3FC 200D 1F3A8,false
👩🏽‍🎨,"woman artist: medium skin tone",People & Body,1F469 1F3FD 200D 1F3A8,false
👩🏾‍🎨,"woman artist: medium-dark skin tone",People & Body,1F469 1F3FE 200D 1F3A8,false
👩🏿‍🎨,"woman artist: dark skin tone",People & Body,1F469 1F3FF 200D 1F3A8,false
🧑‍✈️,"pilot",People & Body,1F9D1 200D 2708 FE0F,false
🧑🏻‍✈️,"pilot: light skin tone",People & Body,1F9D1 1F3FB 200D 2708 FE0F,false
🧑🏼‍✈️,"pilot: medium-light skin tone",People & Body,1F9D1 1F3FC 200D 2708 FE0F,false
🧑🏽‍✈️,"pilot: medium skin tone",People & Body,1F9D1 1F3FD 200D 2708 FE0F,false
🧑🏾‍✈️,"pilot: medium-dark skin tone",People & Body,1F9D1 1F3FE 200D 2708 FE0F,false
🧑🏿‍✈️,"pilot: dark skin tone",People & Body,1F9D1 1F3FF 200D 2708 FE0F,false
👨‍✈️,"man pilot",People & Body,1F468 200D 2708 FE0F,false
👨🏻‍✈️,"man pilot: light skin tone",People & Body,1F468 1F3FB 200D 2708 FE0F,false
👨🏼‍✈️,"man pilot: medium-light skin tone",People & Body,1F468 1F3FC 200D 2708 FE0F,false
👨🏽‍✈️,"man pilot: medium skin tone",People & Body,1F468 1F3FD 200D 2708 FE0F,false
👨🏾‍✈️,"man pilot: medium-dark skin tone",People & Body,1F468 1F3FE 200D 2708 FE0F,false
👨🏿‍✈️,"man pilot: dark skin tone",People & Body,1F468 1F3FF 200D 2708 FE0F,false
👩‍✈️,"woman pilot",People & Body,1F469 200D 2708 FE0F,false
👩🏻‍✈️,"woman pilot: light skin tone",People & Body,1F469 1F3FB 200D 2708 FE0F,false
👩🏼‍✈️,"woman pilot: medium-light skin tone",People & Body,1F469 1F3FC 200D 2708 FE0F,false
👩🏽‍✈️,"woman pilot: medium skin tone",People & Body,1F469 1F3FD 200D 2708 FE0F,false
👩🏾‍✈️,"woman pilot: medium-dark skin tone",People & Body,1F469 1F3FE 200D 2708 FE0F,false
👩🏿‍✈️,"woman pilot: dark skin tone",People & Body,1F469 1F3FF 200D 2708 FE0F,false
🧑‍🚀,"astronaut",People & Body,1F9D1 200D 1F680,false
🧑🏻‍🚀,"astronaut: light skin tone",People & Body,1F9D1 1F3FB 200D 1F680,false
🧑🏼‍🚀,"astronaut: medium-light skin tone",People & Body,1F9D1 1F3FC 200D 1F680,false
🧑🏽‍🚀,"astronaut: medium skin tone",People & Body,1F9D1 1F3FD 200D 1F680,false
